,field_name,form_name,field_type,field_label,parent,branching_logic
2652,compl_unlisted_0item___Acute Respiratory Distress Syndrome (ARDS),outcome,binary,Acute Respiratory Distress Syndrome (ARDS),compl_unlisted_0item,[compl_unlisted]='1'
2653,compl_unlisted_0item___Bacteremia,outcome,binary,Bacteremia,compl_unlisted_0item,[compl_unlisted]='1'
2654,compl_unlisted_0item___Myocardial Infarction,outcome,binary,Myocardial Infarction,compl_unlisted_0item,[compl_unlisted]='1'
2655,compl_unlisted_0item___Neurological finding,outcome,binary,Neurological finding,compl_unlisted_0item,[compl_unlisted]='1'
2656,compl_unlisted_0item___Pneumonia,outcome,binary,Pneumonia,compl_unlisted_0item,[compl_unlisted]='1'
2657,compl_unlisted_0item___Pulmonary Embolism,outcome,binary,Pulmonary Embolism,compl_unlisted_0item,[compl_unlisted]='1'
2658,compl_unlisted_0item___Acquired coagulation disorder,outcome,binary,Acquired coagulation disorder,compl_unlisted_0item,[compl_unlisted]='1'
2659,compl_unlisted_0item___Acute renal failure syndrome,outcome,binary,Acute renal failure syndrome,compl_unlisted_0item,[compl_unlisted]='1'
2660,compl_unlisted_0item___Bleeding,outcome,binary,Bleeding,compl_unlisted_0item,[compl_unlisted]='1'
2661,compl_unlisted_0item___Cardiac Arrest,outcome,binary,Cardiac Arrest,compl_unlisted_0item,[compl_unlisted]='1'
2662,compl_unlisted_0item___Cardioembolic stroke,outcome,binary,Cardioembolic stroke,compl_unlisted_0item,[compl_unlisted]='1'
2663,compl_unlisted_0item___Cardiogenic Shock,outcome,binary,Cardiogenic Shock,compl_unlisted_0item,[compl_unlisted]='1'
2664,compl_unlisted_0item___Cerebellar stroke,outcome,binary,Cerebellar stroke,compl_unlisted_0item,[compl_unlisted]='1'
2665,compl_unlisted_0item___Decompensation,outcome,binary,Decompensation,compl_unlisted_0item,[compl_unlisted]='1'
2666,compl_unlisted_0item___Deep venous thrombosis,outcome,binary,Deep venous thrombosis,compl_unlisted_0item,[compl_unlisted]='1'
2667,compl_unlisted_0item___Empyema,outcome,binary,Empyema,compl_unlisted_0item,[compl_unlisted]='1'
2668,compl_unlisted_0item___Encephalitis,outcome,binary,Encephalitis,compl_unlisted_0item,[compl_unlisted]='1'
2669,compl_unlisted_0item___Haemorrhagic stroke,outcome,binary,Haemorrhagic stroke,compl_unlisted_0item,[compl_unlisted]='1'
2670,compl_unlisted_0item___Hospital acquired pneumonia,outcome,binary,Hospital acquired pneumonia,compl_unlisted_0item,[compl_unlisted]='1'
2671,compl_unlisted_0item___Ischemic stroke,outcome,binary,Ischemic stroke,compl_unlisted_0item,[compl_unlisted]='1'
2672,compl_unlisted_0item___Large liver,outcome,binary,Large liver,compl_unlisted_0item,[compl_unlisted]='1'
2673,compl_unlisted_0item___Meningitis,outcome,binary,Meningitis,compl_unlisted_0item,[compl_unlisted]='1'
2674,compl_unlisted_0item___Multisystem inflammatory syndrome in adults,outcome,binary,Multisystem inflammatory syndrome in adults,compl_unlisted_0item,[compl_unlisted]='1'
2675,compl_unlisted_0item___Multisystem inflammatory syndrome in children,outcome,binary,Multisystem inflammatory syndrome in children,compl_unlisted_0item,[compl_unlisted]='1'
2676,compl_unlisted_0item___Pneumothorax,outcome,binary,Pneumothorax,compl_unlisted_0item,[compl_unlisted]='1'
2677,compl_unlisted_0item___Recurrent gastrointestinal bleeding,outcome,binary,Recurrent gastrointestinal bleeding,compl_unlisted_0item,[compl_unlisted]='1'
2678,compl_unlisted_0item___Sepsis,outcome,binary,Sepsis,compl_unlisted_0item,[compl_unlisted]='1'
2679,compl_unlisted_0item___Thrombotic stroke,outcome,binary,Thrombotic stroke,compl_unlisted_0item,[compl_unlisted]='1'
2680,compl_unlisted_0item___Transient hypotension,outcome,binary,Transient hypotension,compl_unlisted_0item,[compl_unlisted]='1'
2681,compl_unlisted_0item___Ventilator-Associated Pneumonia,outcome,binary,Ventilator-Associated Pneumonia,compl_unlisted_0item,[compl_unlisted]='1'
2682,compl_unlisted_0addi,outcome,binary,Any additional other complication(s) ?,compl,[compl_unlisted]='1'
2683,compl_unlisted_1item,outcome,categorical,>Select additional other complication(s) 2,compl,[compl_unlisted_0addi]='1'
2684,compl_unlisted_1item___Pulmonary Embolism,outcome,binary,Pulmonary Embolism,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2685,compl_unlisted_1item___Septic Shock,outcome,binary,Septic Shock,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2686,compl_unlisted_1item___Acquired coagulation disorder,outcome,binary,Acquired coagulation disorder,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2687,compl_unlisted_1item___Acute renal failure syndrome,outcome,binary,Acute renal failure syndrome,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2688,compl_unlisted_1item___Bleeding,outcome,binary,Bleeding,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2689,compl_unlisted_1item___Cardiogenic Shock,outcome,binary,Cardiogenic Shock,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2690,compl_unlisted_1item___Cerebellar stroke,outcome,binary,Cerebellar stroke,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2691,compl_unlisted_1item___Decompensation,outcome,binary,Decompensation,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2692,compl_unlisted_1item___Deep venous thrombosis,outcome,binary,Deep venous thrombosis,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2693,compl_unlisted_1item___Empyema,outcome,binary,Empyema,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2694,compl_unlisted_1item___Encephalitis,outcome,binary,Encephalitis,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2695,compl_unlisted_1item___Ischemic encephalopathy,outcome,binary,Ischemic encephalopathy,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2696,compl_unlisted_1item___Ischemic stroke,outcome,binary,Ischemic stroke,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2697,compl_unlisted_1item___Meningitis,outcome,binary,Meningitis,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2698,compl_unlisted_1item___Recurrent urinary tract infection,outcome,binary,Recurrent urinary tract infection,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2699,compl_unlisted_1item___Sepsis,outcome,binary,Sepsis,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2700,compl_unlisted_1item___Ventilator-Associated Pneumonia,outcome,binary,Ventilator-Associated Pneumonia,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2701,compl_unlisted_1item___Other,outcome,binary,Other,compl_unlisted_1item,[compl_unlisted_0addi]='1'
2702,compl_unlisted_1otherl2,outcome,freetext,>Specify other complication(s) 2,compl,[compl_unlisted_1item]='88'
2703,compl_unlisted_1addi,outcome,binary,>Any additional other complication(s) ?,compl,[compl_unlisted_0addi]='1'
2704,compl_unlisted_2item,outcome,categorical,->Select additional other complication(s) 3,compl,[compl_unlisted_1addi]='1'
2705,compl_unlisted_2item___Pneumonia,outcome,binary,Pneumonia,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2706,compl_unlisted_2item___Empyema,outcome,binary,Empyema,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2707,compl_unlisted_2item___Ischemic encephalopathy,outcome,binary,Ischemic encephalopathy,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2708,compl_unlisted_2item___Multisystem inflammatory syndrome in children,outcome,binary,Multisystem inflammatory syndrome in children,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2709,compl_unlisted_2item___Recurrent gastrointestinal bleeding,outcome,binary,Recurrent gastrointestinal bleeding,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2710,compl_unlisted_2item___Recurrent urinary tract infection,outcome,binary,Recurrent urinary tract infection,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2711,compl_unlisted_2item___Sepsis,outcome,binary,Sepsis,compl_unlisted_2item,[compl_unlisted_1addi]='1'
2712,compl_unlisted_2addi,outcome,binary,->Any additional other complication(s) ?,compl,[compl_unlisted_1addi]='1'
2713,compl_unlisted_3item,outcome,categorical,>->Select additional other complication(s) 4,compl,[compl_unlisted_2addi]='1'
2714,compl_unlisted_3item___Septic Shock,outcome,binary,Septic Shock,compl_unlisted_3item,[compl_unlisted_2addi]='1'
2715,compl_unlisted_3item___Acquired coagulation disorder,outcome,binary,Acquired coagulation disorder,compl_unlisted_3item,[compl_unlisted_2addi]='1'
2716,compl_unlisted_3item___Haemorrhagic stroke,outcome,binary,Haemorrhagic stroke,compl_unlisted_3item,[compl_unlisted_2addi]='1'
2717,compl_unlisted_3addi,outcome,binary,>->Any additional other complication(s) ?,compl,[compl_unlisted_2addi]='1'
2718,compl_unlisted_4item,outcome,categorical,->->Select additional other complication(s) 5,compl,[compl_unlisted_3addi]='1'
2719,compl_unlisted_4item___Haemorrhagic stroke,outcome,binary,Haemorrhagic stroke,compl_unlisted_4item,[compl_unlisted_3addi]='1'
2720,compl_unlisted_4item___Thrombotic stroke,outcome,binary,Thrombotic stroke,compl_unlisted_4item,[compl_unlisted_3addi]='1'
2721,inter,outcome,section,INTERVENTIONS,,
2722,inter_surg,outcome,binary,Any surgical intervention performed in relation to the infection with pathogen of interest?,inter,
2723,inter_surg_type,outcome,freetext,What was the surgery? (e.g. debridement of infected tissue),inter,[inter_surg]='1'
2724,inter_surg_date,outcome,date,Date of first surgery,inter,[inter_surg]='1'
2725,inter_surg_sec,outcome,binary,Was a second surgical intervention performed in relation to the infection with pathogen of interest?,inter,[inter_surg]='1'
2726,inter_surg_secdate,outcome,date,Date of second surgery,inter,[inter_surg_sec]='1'
2727,inter_other,outcome,binary,Other intervention(s) or procedure(s),inter,
2728,inter_other_spec,outcome,freetext,Please specify other intervention(s) or procedure(s),inter,[inter_other] = '1'
2729,inter,outcome,section,RESPIRATORY SUPPORT,,
2730,inter_suppleo2,outcome,binary,Any supplemental oxygen?,inter,
2731,inter_suppleo2_dur,outcome,numeric,Number of calendar days the patient received any respiratory support during admission,inter,[inter_suppleo2]='1'
2732,inter_suppleo2_flow,outcome,categorical,Maximum O2 flow volume (L/min),inter,[inter_suppleo2] = '1'
2733,inter_suppleo2_flow___<2 L/min,outcome,binary,<2 L/min,inter_suppleo2_flow,[inter_suppleo2] = '1'
2734,inter_suppleo2_flow___2-5 L/min,outcome,binary,2-5 L/min,inter_suppleo2_flow,[inter_suppleo2] = '1'
2735,inter_suppleo2_flow___6-10 L/min,outcome,binary,6-10 L/min,inter_suppleo2_flow,[inter_suppleo2] = '1'
2736,inter_suppleo2_flow___11-15 L/min,outcome,binary,11-15 L/min,inter_suppleo2_flow,[inter_suppleo2] = '1'
2737,inter_suppleo2_flow___>15 L/min,outcome,binary,>15 L/min,inter_suppleo2_flow,[inter_suppleo2] = '1'
2738,inter_nasalprongs,outcome,binary,Nasal prongs,inter,[inter_suppleo2]='1'
2739,inter_nasalprongs_dur,outcome,numeric,Number of calendar days the patient received supplemental oxygen through nasal prongs,inter,[inter_nasalprongs]='1'
2740,inter_facemask,outcome,binary,Face mask,inter,[inter_suppleo2]='1'
2741,inter_facemask_dur,outcome,numeric,Number of calendar days the patient received supplemental oxygen through face mask,inter,[inter_facemask]='1'
2742,inter_hfno,outcome,binary,High flow nasal oxygen,inter,[inter_suppleo2]='1'
2743,inter_hfno_dur,outcome,numeric,Number of calendar days the patient received high-flow nasal oxygen,inter,[inter_hfno]='1'
2744,inter_nivent,outcome,binary,Non-invasive ventilation,inter,[inter_suppleo2]='1'
2745,inter_nivent_type,outcome,categorical,Type of non-invasive respiratory support,inter,[inter_nivent]='1'
2746,inter_nivent_type___BIPAP,outcome,binary,BIPAP,inter_nivent_type,[inter_nivent]='1'
2747,inter_nivent_type___Other,outcome,binary,Other,inter_nivent_type,[inter_nivent]='1'
2748,inter_nivent_typ_oth,outcome,freetext,Specify other type of non-invasive ventilation,inter,[inter_nivent_type]='88'
2749,inter_nivent_dur,outcome,numeric,Number of calendar days the patient received non-invasive ventilation,inter,[inter_nivent]='1'
2750,inter_invent,outcome,binary,Invasive ventilation,inter,[inter_suppleo2]='1'
2751,inter_invent_dur,outcome,numeric,Number of calendar days the patient received invasive ventilation,inter,[inter_invent]='1'
2752,inter_ecmo,outcome,binary,ECLS / ECMO,inter,[inter_suppleo2]='1'
2753,inter_ecmo_typ,outcome,categorical,Type of ECLS / ECMO,inter,[inter_ecmo]='1'
2754,inter_ecmo_typ___Veno-venous (VV),outcome,binary,Veno-venous (VV),inter_ecmo_typ,[inter_ecmo]='1'
2755,inter_ecmo_typ___Veno-arterial (VA),outcome,binary,Veno-arterial (VA),inter_ecmo_typ,[inter_ecmo]='1'
2756,inter_ecmo_dur,outcome,numeric,Number of calendar days the patient received ECLS / ECMO,inter,[inter_ecmo]='1'
2757,inter_prone,outcome,binary,Prone positioning,inter,[inter_suppleo2]='1'
2758,inter_prone_when,outcome,categorical,When was the prone positioning?,inter,[inter_prone] = '1'
2759,inter_prone_when___During invasive ventilation,outcome,binary,During invasive ventilation,inter_prone_when,[inter_prone] = '1'
2760,inter_prone_when___Whilst self-ventilating,outcome,binary,Whilst self-ventilating,inter_prone_when,[inter_prone] = '1'
2761,inter_othersuppleo2,outcome,binary,Other respiratory support intervention(s) or procedure(s),inter,[inter_suppleo2]='1'
2762,inter_othersuppleo2_spec,outcome,freetext,Please specify other respiratory support intervention(s) or procedure(s),inter,[inter_othersuppleo2] = '1'
2763,crito,outcome,section,ADVANCED CARE INTERVENTIONS,,
2764,crito_critcare,outcome,binary,Were advanced care (including acute organ support and critical care) therapeutic interventions administered during this admission?,crito,
2765,crito_icu,outcome,binary,ICU / ITU / HDU / Intermediate Care Unit admission,crito,[crito_critcare]='1'
2766,crito_icu_date,outcome,date,Date of first ICU / ITU / HDU / Intermediate Care Unit admission,crito,[crito_icu] = '1'
2767,crito_icu_dur,outcome,numeric,Duration of first ICU / ITU / HDU / Intermediate Care Unit admission (days),crito,[crito_icu] = '1'
2768,crito_icu_readm,outcome,binary,Was the patient admitted to ICU / ITU / HDU / Intermediate Care Unit more than once? ,crito,[crito_icu] = '1'
2769,crito_icu_findate,outcome,date,Date of final ICU / ITU / HDU / Intermediate Care Unit admission,crito,[crito_icu_readm] = '1'
2770,crito_icu_findur,outcome,numeric,Duration of final ICU / ITU / HDU / Intermediate Care Unit admission (days),crito,[crito_icu_readm] = '1'
2771,crito_neuromuscu,outcome,binary,Neuromuscular blocking agents,crito,[crito_critcare]='1'
2772,crito_nitricoxid,outcome,binary,Inhaled nitric oxide,crito,[crito_critcare]='1'
2773,crito_tracheosto,outcome,binary,Tracheostomy inserted,crito,[crito_critcare]='1'
2774,crito_rtt,outcome,binary,Renal replacement therapy (RRT) or dialysis,crito,[crito_critcare]='1'
2775,crito_rtt_dur,outcome,numeric,Number of calendar days on RRT or dialysis duration during admission,crito,[crito_rtt] = '1'
2776,crito_inotropesv,outcome,binary,Inotropes / vasopressors,crito,[crito_critcare]='1'
2777,crito_inotropesv_dur,outcome,freetext,Total inotropes / vasopressor duration during admission (days),crito,[crito_inotropesv] = '1'
2778,crito_critcareunlst,outcome,binary,Other critical care intervention(s) or procedure(s),crito,[crito_critcare]='1'
2779,crito_critcareunlst_oth,outcome,freetext,If other: Please specify other critical care intervention(s) or procedure(s),crito,[crito_critcareunlst] = '1'
2780,outco,outcome,section,OUTCOME,,
2781,outco_date,outcome,date,Outcome date,outco,
2782,outco_outcome,outcome,categorical,Outcome,outco,
2783,outco_outcome___Discharged alive,outcome,binary,Discharged alive,outco_outcome,
2784,outco_outcome___Still hospitalised,outcome,binary,Still hospitalised,outco_outcome,
2785,outco_outcome___Transfer to other facility,outcome,binary,Transfer to other facility,outco_outcome,
2786,outco_outcome___Palliative care,outcome,binary,Palliative care,outco_outcome,
2787,outco_outcome___Discharged against medical advice,outcome,binary,Discharged against medical advice,outco_outcome,
2788,"outco_outcome___Alive, not admitted",outcome,binary,"Alive, not admitted",outco_outcome,
2789,outco_selfcare,outcome,categorical,Ability to self-care at discharge versus before illness,outco,[outco_outcome] = '1'
2790,outco_selfcare___Same as before illness,outcome,binary,Same as before illness,outco_selfcare,[outco_outcome] = '1'
2791,outco_selfcare___Worse,outcome,binary,Worse,outco_selfcare,[outco_outcome] = '1'
2792,outco_selfcare___Better,outcome,binary,Better,outco_selfcare,[outco_outcome] = '1'
2793,outco_carerel,outcome,binary,If discharged alive or still hospitalised: Ongoing health care needs relating to this admission for pathogen of interest,outco,[outco_outcome] = '1' or [outco_outcome]='2'
2794,outco_carefordif,outcome,binary,"If Still hospitalised or transfer to other facility:  Medically fit for discharge (pathogen resolved) but remains in hospital for other reason (e.g. awaiting alternate care, resident in long term health care or mental health facility)",outco,[outco_outcome]='2' or [outco_outcome]='3'
2795,follow,follow_up,section,FOLLOW-UP ASSESSMENT,,
2796,follow_date,follow_up,date,Date of follow up,follow,
