,field_name,form_name,field_type,field_label,parent,branching_logic
618,drug14_antibiotic_otherl3,presentation,freetext,Specify other Antibiotics,drug14,[drug14_antibiotic_otherl2]='88'
619,drug14_herb,presentation,binary,Herbal or traditional treatment,drug14,
620,drug14_herbreas,presentation,freetext,Specify active ingredient in herbal or traditional treatment,drug14,[drug14_herb]='1'
621,drug14_hivprep,presentation,binary,HIV PrEP / PEP,drug14,
622,drug14_unlisted,presentation,binary,Other pathogen-targeted medications,drug14,
623,drug14_unlisted_type,presentation,categorical,Specify other pathogen-targeted medications,drug14,[drug14_unlisted]='1'
624,drug14_unlisted_type___Other,presentation,binary,Other,drug14_unlisted_type,[drug14_unlisted]='1'
625,drug14_unlisted_otherl2,presentation,categorical,Select Specify other pathogen-targeted medications,drug14,[drug14_unlisted_type]='88'
626,drug14_unlisted_otherl2___Aminophylline (Truphylline),presentation,binary,Aminophylline (Truphylline),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
627,"drug14_unlisted_otherl2___Beclometasone (Qvar, Beconase AQ)",presentation,binary,"Beclometasone (Qvar, Beconase AQ)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
628,drug14_unlisted_otherl2___Chloroquine (Aralen),presentation,binary,Chloroquine (Aralen),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
629,drug14_unlisted_otherl2___Fluconazole (Diflucan),presentation,binary,Fluconazole (Diflucan),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
630,"drug14_unlisted_otherl2___Fluticasone (Flovent, Flonase)",presentation,binary,"Fluticasone (Flovent, Flonase)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
631,drug14_unlisted_otherl2___Formoterol and Beclometasone (Fostair),presentation,binary,Formoterol and Beclometasone (Fostair),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
632,drug14_unlisted_otherl2___Formoterol and Budesonide (Symbicort),presentation,binary,Formoterol and Budesonide (Symbicort),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
633,drug14_unlisted_otherl2___Hydroxychloroquine (Plaquenil),presentation,binary,Hydroxychloroquine (Plaquenil),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
634,"drug14_unlisted_otherl2___Imiquimod (Aldara, Zyclara)",presentation,binary,"Imiquimod (Aldara, Zyclara)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
635,drug14_unlisted_otherl2___Indacaterol and Glycopyrronium Bromide (Ultibro Breezhaler),presentation,binary,Indacaterol and Glycopyrronium Bromide (Ultibro Breezhaler),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
636,drug14_unlisted_otherl2___Interferon Alpha,presentation,binary,Interferon Alpha,drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
637,drug14_unlisted_otherl2___Interferon Beta,presentation,binary,Interferon Beta,drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
638,drug14_unlisted_otherl2___Ivermectin (Stromectol),presentation,binary,Ivermectin (Stromectol),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
639,drug14_unlisted_otherl2___Mafenide (Sulfamylon),presentation,binary,Mafenide (Sulfamylon),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
640,"drug14_unlisted_otherl2___Mometasone (Asmanex, Nasonex)",presentation,binary,"Mometasone (Asmanex, Nasonex)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
641,drug14_unlisted_otherl2___Mupirocin (Bactroban),presentation,binary,Mupirocin (Bactroban),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
642,"drug14_unlisted_otherl2___Nystatin (Bio-statin, Nyamyc)",presentation,binary,"Nystatin (Bio-statin, Nyamyc)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
643,"drug14_unlisted_otherl2___Salbutamol (Ventolin, Proventil)",presentation,binary,"Salbutamol (Ventolin, Proventil)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
644,"drug14_unlisted_otherl2___Sulphur, precipitated in petrolatum",presentation,binary,"Sulphur, precipitated in petrolatum",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
645,"drug14_unlisted_otherl2___Theophylline (Theo-24, Elixophyllin)",presentation,binary,"Theophylline (Theo-24, Elixophyllin)",drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
646,drug14_unlisted_otherl2___Tiotropium Bromide (Spiriva),presentation,binary,Tiotropium Bromide (Spiriva),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
647,drug14_unlisted_otherl2___Trichloroacetic acid,presentation,binary,Trichloroacetic acid,drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
648,drug14_unlisted_otherl2___Vilanterol and Fluticasone Furoate (Breo Ellipta),presentation,binary,Vilanterol and Fluticasone Furoate (Breo Ellipta),drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
649,drug14_unlisted_otherl2___Other,presentation,binary,Other,drug14_unlisted_otherl2,[drug14_unlisted_type]='88'
650,drug14_unlisted_otherl3,presentation,freetext,Specify other Specify other pathogen-targeted medications,drug14,[drug14_unlisted_otherl2]='88'
651,vacci,presentation,section,VACCINATION,,
652,vacci_spox80,presentation,binary,Received smallpox vaccine prior to 1980?,vacci,
653,vacci_spox80_year,presentation,numeric,Year vaccinated (estimate if uncertain),vacci,[vacci_spox80]='1'
654,vacci_spox80_scar,presentation,binary,Is a smallpox vaccination scar visible (usually on the upper arm if present)?,vacci,[vacci_spox80]='1'
655,vacci_mpox,presentation,binary,Received smallpox or mpox vaccination after 1980?,vacci,
656,vacci_mpox_number,presentation,numeric,Number of mpox or smallpox vaccines received,vacci,[vacci_mpox]='1'
657,vacci_mpox_type,presentation,checkbox,Mpox or smallpox vaccine type,vacci,[vacci_mpox]='1'
658,vacci_mpox_type___Imvanex/Imvamune/Jyneos (MVA-BN),presentation,binary,Imvanex/Imvamune/Jyneos (MVA-BN),vacci_mpox_type,[vacci_mpox]='1'
659,vacci_mpox_type___ACAM2000,presentation,binary,ACAM2000,vacci_mpox_type,[vacci_mpox]='1'
660,vacci_mpox_type___LC16m8,presentation,binary,LC16m8,vacci_mpox_type,[vacci_mpox]='1'
661,vacci_mpox_type___Unknown,presentation,binary,Unknown,vacci_mpox_type,[vacci_mpox]='1'
662,vacci_mpox_type___Other,presentation,binary,Other,vacci_mpox_type,[vacci_mpox]='1'
663,vacci_mpox_type_oth,presentation,freetext,Name of other mpox or smallpox vaccine,vacci,[vacci_mpox_type(88)]='1'
664,vacci_mpox_route,presentation,categorical,Route of adminstration for mpox or smallpox vaccine,vacci,[vacci_mpox]='1'
665,vacci_mpox_route___Intramuscular,presentation,binary,Intramuscular,vacci_mpox_route,[vacci_mpox]='1'
666,vacci_mpox_route___Subcutaneous,presentation,binary,Subcutaneous,vacci_mpox_route,[vacci_mpox]='1'
667,vacci_mpox_route___Intradermal,presentation,binary,Intradermal,vacci_mpox_route,[vacci_mpox]='1'
668,vacci_mpox_route___Other,presentation,binary,Other,vacci_mpox_route,[vacci_mpox]='1'
669,adsym,presentation,section,SYMPTOMS ON ADMISSION,,
670,adsym_sys,presentation,freetext,Systemic / general symptoms,adsym,
671,adsym_fever,presentation,binary,Fever,adsym,
672,adsym_rigchill,presentation,binary,Chills or rigors,adsym,
673,adsym_fatigue,presentation,binary,Fatigue / malaise / lethargy,adsym,
674,adsym_weight,presentation,binary,Weight loss,adsym,
675,adsym_myalgia,presentation,binary,Muscle aches / myalgia,adsym,
676,adsym_arthralgia,presentation,binary,Joint pain / arthralgia,adsym,
677,adsym_skinrash,presentation,binary,Skin rash,adsym,
678,adsym_skinrash_site,presentation,checkbox,Site where rash first occurred,adsym,[adsym_skinrash]='1'
679,"adsym_skinrash_site___Skin, genital",presentation,binary,"Skin, genital",adsym_skinrash_site,[adsym_skinrash]='1'
680,"adsym_skinrash_site___Skin, non-genital",presentation,binary,"Skin, non-genital",adsym_skinrash_site,[adsym_skinrash]='1'
681,"adsym_skinrash_site___Mucosa, genital",presentation,binary,"Mucosa, genital",adsym_skinrash_site,[adsym_skinrash]='1'
682,"adsym_skinrash_site___Mucosa, non-genital",presentation,binary,"Mucosa, non-genital",adsym_skinrash_site,[adsym_skinrash]='1'
683,adsym_skinrash_site___Mouth,presentation,binary,Mouth,adsym_skinrash_site,[adsym_skinrash]='1'
684,adsym_skinrash_site___Perianal skin,presentation,binary,Perianal skin,adsym_skinrash_site,[adsym_skinrash]='1'
685,adsym_skinrash_site___Rectum,presentation,binary,Rectum,adsym_skinrash_site,[adsym_skinrash]='1'
686,adsym_skinrash_site___Unknown,presentation,binary,Unknown,adsym_skinrash_site,[adsym_skinrash]='1'
687,adsym_skinrash_site___Other,presentation,binary,Other,adsym_skinrash_site,[adsym_skinrash]='1'
688,adsym_skinrash_site_oth,presentation,freetext,Specify other first rash location,adsym,[adsym_skinrash_site(88)]='1'
689,adsym_skinrash_date,presentation,date,Date first rash was observed by patient,adsym,[adsym_skinrash]='1'
690,adsym_pruritus,presentation,binary,Itch / pruritus,adsym,
691,adsym_mobilchg,presentation,binary,Change in mobility from baseline,adsym,
692,adsym_mobile,presentation,categorical,Mobility status,adsym,
693,adsym_mobile___Fully ambulant,presentation,binary,Fully ambulant,adsym_mobile,
694,"adsym_mobile___Ambulant, but with some assistance",presentation,binary,"Ambulant, but with some assistance",adsym_mobile,
695,adsym_mobile___Bedridden,presentation,binary,Bedridden,adsym_mobile,
696,adsym_resp,presentation,freetext,Respiratory symptoms,adsym,
697,adsym_cough,presentation,binary,Cough,adsym,
698,adsym_cough_type,presentation,categorical,Cough type,adsym,[adsym_cough] = '1'
699,adsym_cough_type___Non Productive,presentation,binary,Non Productive,adsym_cough_type,[adsym_cough] = '1'
700,adsym_cough_type___Productive,presentation,binary,Productive,adsym_cough_type,[adsym_cough] = '1'
701,adsym_cough_type___Haemoptysis,presentation,binary,Haemoptysis,adsym_cough_type,[adsym_cough] = '1'
702,adsym_sorethroat,presentation,binary,Sore throat,adsym,
703,adsym_shortbreat,presentation,binary,Shortness of breath ,adsym,
704,adsym_chestpain,presentation,binary,Chest pain,adsym,
705,adsym_git,presentation,freetext,Gastrointestinal symptoms,adsym,
706,adsym_abdpain,presentation,binary,Abdominal pain,adsym,
707,adsym_diarrhoea,presentation,binary,Diarrhoea,adsym,
708,adsym_consti,presentation,binary,Constipation,adsym,
709,adsym_vomit,presentation,binary,Vomiting,adsym,
710,adsym_vomit2d,presentation,binary,Persistent vomiting? (>=2/day),adsym,[adsym_vomit]='1'
711,adsym_nausea,presentation,binary,Nausea,adsym,
712,adsym_exsal,presentation,binary,Excessive salivation,adsym,
713,adsym_diffswallow,presentation,binary,Difficulty swallowing (dysphagia),adsym,
714,adsym_renalgut,presentation,freetext,Renal / Genitourinary symptoms,adsym,
715,adsym_urine,presentation,binary,Urinary retention,adsym,
716,adsym_dyspareunia,presentation,binary,Painful intercourse (dyspareunia),adsym,
717,adsym_heme,presentation,freetext,Haematological symptoms,adsym,
718,adsym_haemorrhag,presentation,binary,Bleeding / haemorrhage,adsym,
719,adsym_haemorrhag_sev,presentation,binary,Severe bleeding / haemorrhage (requires intervention),adsym,[adsym_haemorrhag] = '1'
720,adsym_haemorrhag_site,presentation,checkbox,Specify bleeding / haemorrhage site(s),adsym,[adsym_haemorrhag] = '1'
721,adsym_haemorrhag_site___Skin,presentation,binary,Skin,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
722,adsym_haemorrhag_site___Petechiae,presentation,binary,Petechiae,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
723,adsym_haemorrhag_site___Nose,presentation,binary,Nose,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
724,adsym_haemorrhag_site___Gums,presentation,binary,Gums,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
725,adsym_haemorrhag_site___GI tract,presentation,binary,GI tract,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
726,adsym_haemorrhag_site___Urinary tract,presentation,binary,Urinary tract,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
727,adsym_haemorrhag_site___Vagina,presentation,binary,Vagina,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
728,adsym_haemorrhag_site___Unknown,presentation,binary,Unknown,adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
729,adsym_haemorrhag_site___Other(s),presentation,binary,Other(s),adsym_haemorrhag_site,[adsym_haemorrhag] = '1'
730,adsym_haemorrhag_site_oth,presentation,freetext,Specify other bleeding / haemorrhage site(s),adsym,[adsym_haemorrhag_site(88)]='1'
731,adsym_cns,presentation,freetext,Neurological symptoms,adsym,
732,adsym_headache,presentation,binary,Headache,adsym,
733,adsym_seizconv,presentation,binary,Seizures / convulsions,adsym,
734,adsym_confusion,presentation,binary,Altered consciousness / confusion,adsym,
735,adsym_eye,presentation,freetext,Ophthalmological symptoms,adsym,
736,adsym_itchyeye,presentation,binary,Itching of eye(s),adsym,
737,adsym_redeye,presentation,binary,Red / Pink eye(s),adsym,
738,adsym_paineyes,presentation,binary,Pain in eye(s),adsym,
739,adsym_visdist,presentation,binary,Visual disturbance,adsym,
740,adsym_ocularoth,presentation,binary,Other opthalmological symptoms,adsym,
741,adsym_ocularoth_spec,presentation,freetext,Specify other opthalmological symptoms,adsym,
742,adsym_otherdesc,presentation,freetext,Other  symptoms,adsym,
743,adsym_unlisted,presentation,binary,Other  symptom(s),adsym,
744,adsym_unlisted_item___Conjunctivitis,presentation,binary,Conjunctivitis,adsym_unlisted,
745,adsym_unlisted_item___Abdominal pain,presentation,binary,Abdominal pain,adsym_unlisted,
746,adsym_unlisted_item___Skin rash,presentation,binary,Skin rash,adsym_unlisted,
747,adsym_unlisted_item___Visual disturbances,presentation,binary,Visual disturbances,adsym_unlisted,
748,adsym_unlisted_item___Sneezing,presentation,binary,Sneezing,adsym_unlisted,
749,adsym_unlisted_item___Lymphadenitis,presentation,binary,Lymphadenitis,adsym_unlisted,
750,adsym_unlisted_item___Mucosal lesion,presentation,binary,Mucosal lesion,adsym_unlisted,
751,adsym_unlisted_item___Keratitis,presentation,binary,Keratitis,adsym_unlisted,
752,adsym_unlisted_item___Swollen lymph nodes (Enlarged lymph nodes),presentation,binary,Swollen lymph nodes (Enlarged lymph nodes),adsym_unlisted,
753,adsym_unlisted_item___Spontaneous bruising (Spontaneous ecchymoses),presentation,binary,Spontaneous bruising (Spontaneous ecchymoses),adsym_unlisted,
754,adsym_unlisted_item___Cognitive impairment (Unspecified intellectual disabilities),presentation,binary,Cognitive impairment (Unspecified intellectual disabilities),adsym_unlisted,
755,adsym_unlisted_item___Rapid heart beat/Pulse (Tachycardia),presentation,binary,Rapid heart beat/Pulse (Tachycardia),adsym_unlisted,
756,adsym_unlisted_item___Limb weakness / paralysis (Monoplegia),presentation,binary,Limb weakness / paralysis (Monoplegia),adsym_unlisted,
757,adsym_unlisted_item___Can't fully move or control movement (Paralytic syndrome),presentation,binary,Can't fully move or control movement (Paralytic syndrome),adsym_unlisted,
758,adsym_unlisted_item___Disorders of nose and nasal sinuses,presentation,binary,Disorders of nose and nasal sinuses,adsym_unlisted,
759,adsym_unlisted_item___Loss of smell (Anosmia),presentation,binary,Loss of smell (Anosmia),adsym_unlisted,
760,adsym_unlisted_item___Difficulty eating or drinking (Dysphagia),presentation,binary,Difficulty eating or drinking (Dysphagia),adsym_unlisted,
761,adsym_unlisted_item___Jaundice,presentation,binary,Jaundice,adsym_unlisted,
762,adsym_unlisted_item___Wheezing,presentation,binary,Wheezing,adsym_unlisted,
763,adsym_unlisted_item___Bleeding (Haemorrhage),presentation,binary,Bleeding (Haemorrhage),adsym_unlisted,
764,adsym_unlisted_item___Increased thirst (Polydipsia),presentation,binary,Increased thirst (Polydipsia),adsym_unlisted,
765,adsym_unlisted_item___Fever,presentation,binary,Fever,adsym_unlisted,
766,adsym_unlisted_item___Altered consciousness / Confusion (Disorientation),presentation,binary,Altered consciousness / Confusion (Disorientation),adsym_unlisted,
767,adsym_unlisted_item___Pallor,presentation,binary,Pallor,adsym_unlisted,
768,adsym_unlisted_item___Constipation,presentation,binary,Constipation,adsym_unlisted,
769,adsym_unlisted_item___Can't feel one side of the body or face (Hemiplegia),presentation,binary,Can't feel one side of the body or face (Hemiplegia),adsym_unlisted,
770,adsym_unlisted_item___Pain during urination (Dysuria),presentation,binary,Pain during urination (Dysuria),adsym_unlisted,
771,adsym_unlisted_item___Fainting / blackouts (Syncope and collapse),presentation,binary,Fainting / blackouts (Syncope and collapse),adsym_unlisted,
772,adsym_unlisted_item___Localized edema,presentation,binary,Localized edema,adsym_unlisted,
773,adsym_unlisted_item___Difficulty in walking,presentation,binary,Difficulty in walking,adsym_unlisted,
774,adsym_unlisted_item___Chest pain on breathing,presentation,binary,Chest pain on breathing,adsym_unlisted,
775,adsym_unlisted_item___Itchy eye,presentation,binary,Itchy eye,adsym_unlisted,
776,adsym_unlisted_item___Abnormal weight loss,presentation,binary,Abnormal weight loss,adsym_unlisted,
777,adsym_unlisted_item___Chills (without fever),presentation,binary,Chills (without fever),adsym_unlisted,
778,adsym_unlisted_item___Joint pain (Arthralgia),presentation,binary,Joint pain (Arthralgia),adsym_unlisted,
779,adsym_unlisted_item___Loss of appetite (Anorexia),presentation,binary,Loss of appetite (Anorexia),adsym_unlisted,
780,adsym_unlisted_item___Paresthesia of skin,presentation,binary,Paresthesia of skin,adsym_unlisted,
781,adsym_unlisted_item___Nausea or vomiting,presentation,binary,Nausea or vomiting,adsym_unlisted,
782,adsym_unlisted_0item,presentation,categorical,Select other  symptom(s),adsym,[adsym_unlisted]='1'
783,adsym_unlisted_0item___Abdominal pain,presentation,binary,Abdominal pain,adsym_unlisted_0item,[adsym_unlisted]='1'
784,adsym_unlisted_0item___Abnormal weight loss,presentation,binary,Abnormal weight loss,adsym_unlisted_0item,[adsym_unlisted]='1'
785,adsym_unlisted_0item___Altered consciousness / Confusion (Disorientation),presentation,binary,Altered consciousness / Confusion (Disorientation),adsym_unlisted_0item,[adsym_unlisted]='1'
786,adsym_unlisted_0item___Bleeding (Haemorrhage),presentation,binary,Bleeding (Haemorrhage),adsym_unlisted_0item,[adsym_unlisted]='1'
787,adsym_unlisted_0item___Chest pain on breathing,presentation,binary,Chest pain on breathing,adsym_unlisted_0item,[adsym_unlisted]='1'
788,adsym_unlisted_0item___Cognitive impairment (Unspecified intellectual disabilities),presentation,binary,Cognitive impairment (Unspecified intellectual disabilities),adsym_unlisted_0item,[adsym_unlisted]='1'
789,adsym_unlisted_0item___Conjunctivitis,presentation,binary,Conjunctivitis,adsym_unlisted_0item,[adsym_unlisted]='1'
790,adsym_unlisted_0item___Constipation,presentation,binary,Constipation,adsym_unlisted_0item,[adsym_unlisted]='1'
791,adsym_unlisted_0item___Difficulty in walking,presentation,binary,Difficulty in walking,adsym_unlisted_0item,[adsym_unlisted]='1'
792,adsym_unlisted_0item___Disorders of nose and nasal sinuses,presentation,binary,Disorders of nose and nasal sinuses,adsym_unlisted_0item,[adsym_unlisted]='1'
793,adsym_unlisted_0item___Fainting / blackouts (Syncope and collapse),presentation,binary,Fainting / blackouts (Syncope and collapse),adsym_unlisted_0item,[adsym_unlisted]='1'
794,adsym_unlisted_0item___Fever,presentation,binary,Fever,adsym_unlisted_0item,[adsym_unlisted]='1'
795,adsym_unlisted_0item___Increased thirst (Polydipsia),presentation,binary,Increased thirst (Polydipsia),adsym_unlisted_0item,[adsym_unlisted]='1'
796,adsym_unlisted_0item___Itchy eye,presentation,binary,Itchy eye,adsym_unlisted_0item,[adsym_unlisted]='1'
797,adsym_unlisted_0item___Jaundice,presentation,binary,Jaundice,adsym_unlisted_0item,[adsym_unlisted]='1'
798,adsym_unlisted_0item___Keratitis,presentation,binary,Keratitis,adsym_unlisted_0item,[adsym_unlisted]='1'
799,adsym_unlisted_0item___Limb weakness / paralysis (Monoplegia),presentation,binary,Limb weakness / paralysis (Monoplegia),adsym_unlisted_0item,[adsym_unlisted]='1'
800,adsym_unlisted_0item___Localized edema,presentation,binary,Localized edema,adsym_unlisted_0item,[adsym_unlisted]='1'
801,adsym_unlisted_0item___Loss of appetite (Anorexia),presentation,binary,Loss of appetite (Anorexia),adsym_unlisted_0item,[adsym_unlisted]='1'
802,adsym_unlisted_0item___Loss of smell (Anosmia),presentation,binary,Loss of smell (Anosmia),adsym_unlisted_0item,[adsym_unlisted]='1'
803,adsym_unlisted_0item___Lymphadenitis,presentation,binary,Lymphadenitis,adsym_unlisted_0item,[adsym_unlisted]='1'
804,adsym_unlisted_0item___Mucosal lesion,presentation,binary,Mucosal lesion,adsym_unlisted_0item,[adsym_unlisted]='1'
805,adsym_unlisted_0item___Nausea or vomiting,presentation,binary,Nausea or vomiting,adsym_unlisted_0item,[adsym_unlisted]='1'
806,adsym_unlisted_0item___Pain during urination (Dysuria),presentation,binary,Pain during urination (Dysuria),adsym_unlisted_0item,[adsym_unlisted]='1'
807,adsym_unlisted_0item___Pallor,presentation,binary,Pallor,adsym_unlisted_0item,[adsym_unlisted]='1'
808,adsym_unlisted_0item___Rapid heart beat/Pulse (Tachycardia),presentation,binary,Rapid heart beat/Pulse (Tachycardia),adsym_unlisted_0item,[adsym_unlisted]='1'
809,adsym_unlisted_0item___Skin rash,presentation,binary,Skin rash,adsym_unlisted_0item,[adsym_unlisted]='1'
810,adsym_unlisted_0item___Sneezing,presentation,binary,Sneezing,adsym_unlisted_0item,[adsym_unlisted]='1'
811,adsym_unlisted_0item___Spontaneous bruising (Spontaneous ecchymoses),presentation,binary,Spontaneous bruising (Spontaneous ecchymoses),adsym_unlisted_0item,[adsym_unlisted]='1'
812,adsym_unlisted_0item___Swollen lymph nodes (Enlarged lymph nodes),presentation,binary,Swollen lymph nodes (Enlarged lymph nodes),adsym_unlisted_0item,[adsym_unlisted]='1'
813,adsym_unlisted_0item___Visual disturbances,presentation,binary,Visual disturbances,adsym_unlisted_0item,[adsym_unlisted]='1'
814,adsym_unlisted_0item___Wheezing,presentation,binary,Wheezing,adsym_unlisted_0item,[adsym_unlisted]='1'
815,adsym_unlisted_0item___Other,presentation,binary,Other,adsym_unlisted_0item,[adsym_unlisted]='1'
816,adsym_unlisted_0otherl2,presentation,freetext,Specify other  symptom(s),adsym,[adsym_unlisted_0item]='88'
817,adsym_unlisted_0addi,presentation,binary,Any additional other  symptom(s) ?,adsym,[adsym_unlisted]='1'
818,adsym_unlisted_1item,presentation,categorical,>Select additional other  symptom(s) 2,adsym,[adsym_unlisted_0addi]='1'
819,adsym_unlisted_1item___Can't feel one side of the body or face (Hemiplegia),presentation,binary,Can't feel one side of the body or face (Hemiplegia),adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
820,adsym_unlisted_1item___Can't fully move or control movement (Paralytic syndrome),presentation,binary,Can't fully move or control movement (Paralytic syndrome),adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
821,adsym_unlisted_1item___Chills (without fever),presentation,binary,Chills (without fever),adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
822,adsym_unlisted_1item___Constipation,presentation,binary,Constipation,adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
823,adsym_unlisted_1item___Difficulty eating or drinking (Dysphagia),presentation,binary,Difficulty eating or drinking (Dysphagia),adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
824,adsym_unlisted_1item___Disorders of nose and nasal sinuses,presentation,binary,Disorders of nose and nasal sinuses,adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
825,adsym_unlisted_1item___Paresthesia of skin,presentation,binary,Paresthesia of skin,adsym_unlisted_1item,[adsym_unlisted_0addi]='1'
826,adsym_unlisted_1addi,presentation,binary,>Any additional other  symptom(s) ?,adsym,[adsym_unlisted_0addi]='1'
827,adsym_unlisted_2item,presentation,categorical,->Select additional other  symptom(s) 3,adsym,[adsym_unlisted_1addi]='1'
828,adsym_unlisted_2item___Joint pain (Arthralgia),presentation,binary,Joint pain (Arthralgia),adsym_unlisted_2item,[adsym_unlisted_1addi]='1'
829,adsym_unlisted_2item___Skin rash,presentation,binary,Skin rash,adsym_unlisted_2item,[adsym_unlisted_1addi]='1'
830,adsym_unlisted_2addi,presentation,binary,->Any additional other  symptom(s) ?,adsym,[adsym_unlisted_1addi]='1'
831,adsym_unlisted_3item,presentation,categorical,>->Select additional other  symptom(s) 4,adsym,[adsym_unlisted_2addi]='1'
832,adsym_unlisted_3item___Difficulty in walking,presentation,binary,Difficulty in walking,adsym_unlisted_3item,[adsym_unlisted_2addi]='1'
833,preg,presentation,section,PREGNANCY DETAILS,,
834,preg_pregnant,presentation,binary,Pregnant,preg,[demog_sex]='2' 
835,preg_geswek,presentation,numeric,Gestational weeks at presentation,preg,[preg_pregnant] = '1'
836,preg_postpartum,presentation,binary,Post-partum (within 6 weeks of delivery),preg,[demog_sex]='2' and [preg_pregnant]<>'1' and [demog_age_units]='1'
837,preg_bboutc,presentation,categorical,Pregnancy outcome,preg,[preg_postpartum] = '1'
838,preg_bboutc___Live birth,presentation,binary,Live birth,preg_bboutc,[preg_postpartum] = '1'
839,preg_bboutc___Stillbirth,presentation,binary,Stillbirth,preg_bboutc,[preg_postpartum] = '1'
840,preg_bboutc___Miscarriage,presentation,binary,Miscarriage,preg_bboutc,[preg_postpartum] = '1'
841,preg_bboutc___Termination,presentation,binary,Termination,preg_bboutc,[preg_postpartum] = '1'
842,preg_bboutc___Neonatal death,presentation,binary,Neonatal death,preg_bboutc,[preg_postpartum] = '1'
843,preg_bboutc___Other,presentation,binary,Other,preg_bboutc,[preg_postpartum] = '1'
844,preg_delvdate,presentation,date,Delivery date,preg,[preg_postpartum] = '1'
845,preg_gesweekout,presentation,numeric,Gestational weeks at pregnancy outcome,preg,[preg_postpartum] = '1'
846,preg_bbtest,presentation,binary,Baby tested for mother's infection of interest?,preg,[preg_postpartum] = '1'
847,preg_bbresl,presentation,categorical,Specify test result from mother's infection of interest ,preg,[preg_bbtest] = '1'
848,preg_bbresl___Positive,presentation,binary,Positive,preg_bbresl,[preg_bbtest] = '1'
849,preg_bbresl___Negative,presentation,binary,Negative,preg_bbresl,[preg_bbtest] = '1'
850,daily_date,daily,section,DAILY ASSESSMENT,,
851,daily_date,daily,date,DATE OF ASSESSMENT,daily,
852,asses_lvlcare,daily,categorical,Current level of care,asses,
853,asses_lvlcare___Outpatient,daily,binary,Outpatient,asses_lvlcare,
854,asses_lvlcare___Admitted to normal ward for isolation only,daily,binary,Admitted to normal ward for isolation only,asses_lvlcare,
855,asses_lvlcare___Admitted to normal ward for clinical care,daily,binary,Admitted to normal ward for clinical care,asses_lvlcare,
856,asses_lvlcare___High dependency,daily,binary,High dependency,asses_lvlcare,
857,asses_lvlcare___Intensive care admission,daily,binary,Intensive care admission,asses_lvlcare,
858,vital,daily,section,VITAL SIGNS & ASSESSMENTS,,
859,vital_dailydata,daily,binary,Enter Vital Signs data for this date?,vital,
860,vital_highesttem,daily,numeric,Highest temperature ,vital,[vital_dailydata]='1'
861,vital_highesttem_units,daily,units,Select Highest temperature units,vital,[vital_dailydata]='1'
862,vital_highesttem_units___°C,daily,binary,°C,vital_highesttem_units,[vital_dailydata]='1'
863,vital_highesttem_units___°F,daily,binary,°F,vital_highesttem_units,[vital_dailydata]='1'
864,vital_hr,daily,numeric,HR (bpm),vital,[vital_dailydata]='1'
865,vital_rr,daily,numeric,RR (breaths/min),vital,[vital_dailydata]='1'
866,vital_systolicbp,daily,numeric,Systolic BP (mmHg),vital,[vital_dailydata]='1'
867,vital_diastolicbp,daily,numeric,Diastolic BP (mmHg),vital,[vital_dailydata]='1'
868,vital_spo2room,daily,numeric,Oxygen saturation at room air (no oxygen support) (%),vital,[vital_dailydata]='1'
869,vital_o2supp,daily,binary,Supplemental oxygen?,vital,[vital_dailydata]='1'
